year,date,median,low,high
2019,2020/4/27,5,0,37
2019,2020/4/28,4,0,32
2019,2020/4/29,6,0,37
2019,2020/4/30,5,0,34
2019,2020/5/1,6,0,36
2019,2020/5/2,6,0,35
2019,2020/5/3,7,0,35
2019,2020/5/4,5,0,28
2019,2020/5/5,4,0,20
2019,2020/5/6,6,0,34
2019,2020/5/7,5,0,31
2019,2020/5/8,6,0,35
2019,2020/5/9,6,0,36
2019,2020/5/10,7,0,35
2019,2020/5/11,5,0,28
2019,2020/5/12,4,0,19
2019,2020/5/13,5,0,31
2019,2020/5/14,6,0,33
2019,2020/5/15,6,0,35
2019,2020/5/16,7,0,36
2019,2020/5/17,7,0,36
2019,2020/5/18,6,0,30
2019,2020/5/19,4,0,21
2019,2020/5/20,5,0,30
2019,2020/5/21,5,0,32
2019,2020/5/22,6,0,32
2019,2020/5/23,5,0,30
2019,2020/5/24,6,0,30
2019,2020/5/25,4,0,25
2019,2020/5/26,4,0,22
2019,2020/5/27,3,0,20
2019,2020/6/28,6,0,32
2019,2020/6/29,5,0,27
2019,2020/6/30,4,0,29
2019,2020/7/1,5,0,29
2019,2020/7/2,5,0,29
2019,2020/7/3,5,0,29
2019,2020/7/4,3,0,20
2019,2020/7/5,5,0,27
2019,2020/7/6,4,0,26
2019,2020/7/7,3,0,20
2019,2020/7/8,5,0,27
2019,2020/7/9,5,0,29
2019,2020/7/10,5,0,30
2019,2020/7/11,5,0,31
2019,2020/7/12,6,0,32
2019,2020/7/13,5,0,27
2019,2020/7/14,4,0,21
2019,2020/7/15,5,0,29
2019,2020/7/16,5,0,29
2019,2020/7/17,5,0,29
2019,2020/7/18,5,0,30
2019,2020/7/19,6,0,31
2019,2020/7/20,4,0,23
2019,2020/7/21,3,0,19
2019,2020/7/22,5,0,27
2019,2020/7/23,5,0,29
2019,2020/7/24,5,0,30
2019,2020/7/25,5,0,30
2019,2020/7/26,6,0,31
2019,2020/7/27,4,0,24
2019,2020/7/28,3,0,20
2019,2020/3/27,6,0,33
2019,2020/3/28,6,0,34
2019,2020/3/29,6,0,33
2019,2020/3/30,5,0,31
2019,2020/3/31,4,0,21
2019,2020/4/1,5,0,32
2019,2020/4/2,6,0,34
2019,2020/4/3,6,0,35
2019,2020/4/4,6,0,35
2019,2020/4/5,6,0,34
2019,2020/4/6,5,0,32
2019,2020/4/7,4,0,26
2019,2020/4/8,6,0,34
2019,2020/4/9,5,0,33
2019,2020/4/10,6,0,35
2019,2020/4/11,6,0,34
2019,2020/4/12,6,0,34
2019,2020/4/13,6,0,33
2019,2020/4/14,5,0,25
2019,2020/4/15,6,0,36
2019,2020/4/16,7,0,38
2019,2020/4/17,6,0,37
2019,2020/4/18,6,0,37
2019,2020/4/19,7,0,39
2019,2020/4/20,5,0,34
2019,2020/4/21,4,0,26
2019,2020/4/22,5,0,34
2019,2020/4/23,6,0,37
2019,2020/4/24,6,0,38
2019,2020/4/25,6,0,37
2019,2020/4/26,6,0,40
2019,2020/7/29,5,0,27
2019,2020/7/30,5,0,28
2019,2020/7/31,5,0,29
2019,2020/8/1,5,0,30
2019,2020/8/2,6,0,30
2019,2020/8/3,5,0,27
2019,2020/8/4,3,0,20
2019,2020/8/5,5,0,28
2019,2020/8/6,5,0,28
2019,2020/8/7,5,0,28
2019,2020/8/8,5,0,28
2019,2020/8/9,6,0,29
2019,2020/8/10,4,0,24
2019,2020/8/11,3,0,21
2019,2020/8/12,5,0,28
2019,2020/8/13,5,0,27
2019,2020/8/14,5,0,27
2019,2020/8/15,5,0,28
2019,2020/8/16,5,0,28
2019,2020/8/17,4,0,23
2019,2020/8/18,3,0,18
2019,2020/8/19,5,0,26
2019,2020/8/20,5,0,27
2019,2020/8/21,5,0,27
2019,2020/8/22,5,0,27
2019,2020/8/23,5,0,31
2019,2020/8/24,4,0,30
2019,2020/8/25,4,0,21
2019,2020/8/26,5,0,27
2019,2020/8/27,5,0,29
2019,2020/8/28,5,0,28
2019,2020/8/29,6,0,31
2020,2020/10/13,2,0,10
2020,2020/10/14,2,0,10
2020,2020/10/15,2,0,10
2020,2020/10/16,2,0,10
2020,2020/10/17,2,0,11
2020,2020/10/18,2,0,9
2020,2020/10/19,2,0,10
2020,2020/10/20,2,0,10
2020,2020/10/21,2,0,10
2020,2020/10/22,2,0,10
2020,2020/10/23,3,0,12
2020,2020/10/24,2,0,10
2020,2020/10/25,2,0,9
2020,2020/10/26,2,0,10
2020,2020/10/27,2,0,10
2020,2020/10/28,2,0,10
2020,2020/10/29,2,0,10
2020,2020/10/30,2,0,11
2020,2020/10/31,2,0,10
2020,2020/11/1,1,0,8
2020,2020/11/2,2,0,10
2020,2020/11/3,2,0,10
2020,2020/11/4,2,0,63
2020,2020/11/5,2,0,79
2020,2020/11/6,2,0,69
2020,2020/11/7,2,0,62
2020,2020/11/8,1,0,93
2020,2020/11/9,2,0,9
2020,2020/11/10,2,0,9
2020,2020/11/11,2,0,9
2020,2020/11/12,2,0,9
2020,2020/4/9,1,0,5
2020,2020/4/10,1,0,6
2020,2020/4/11,0,0,5
2020,2020/4/12,0,0,3
2020,2020/4/13,0,0,4
2020,2020/4/14,1,0,5
2020,2020/4/15,1,0,5
2020,2020/4/16,1,0,5
2020,2020/4/17,1,0,6
2020,2020/4/18,0,0,4
2020,2020/4/19,0,0,4
2020,2020/4/20,1,0,5
2020,2020/4/21,1,0,5
2020,2020/4/22,1,0,6
2020,2020/4/23,1,0,6
2020,2020/4/24,1,0,5
2020,2020/4/25,1,0,6
2020,2020/4/26,0,0,4
2020,2020/4/27,1,0,6
2020,2020/4/28,1,0,6
2020,2020/4/29,1,0,6
2020,2020/4/30,1,0,5
2020,2020/5/1,1,0,6
2020,2020/5/2,1,0,6
2020,2020/5/3,1,0,5
2020,2020/5/4,1,0,6
2020,2020/5/5,1,0,6
2020,2020/5/6,1,0,6
2020,2020/5/7,1,0,6
2020,2020/5/8,1,0,6
2020,2020/5/9,1,0,6
2020,2020/5/10,1,0,5
2020,2020/5/11,1,0,6
2020,2020/5/12,1,0,7
2020,2020/5/13,1,0,6
2020,2020/5/14,1,0,6
2020,2020/5/15,1,0,7
2020,2020/5/16,1,0,6
2020,2020/5/17,1,0,6
2020,2020/5/18,1,0,6
2020,2020/5/19,1,0,7
2020,2020/5/20,1,0,7
2020,2020/5/21,1,0,7
2020,2020/5/22,1,0,7
2020,2020/5/23,1,0,6
2020,2020/5/24,1,0,6
2020,2020/5/25,1,0,6
2020,2020/5/26,1,0,6
2020,2020/5/27,1,0,7
2020,2020/5/28,1,0,7
2020,2020/5/29,1,0,7
2020,2020/5/30,1,0,7
2020,2020/5/31,1,0,6
2020,2020/6/1,1,0,7
2020,2020/6/2,1,0,7
2020,2020/6/3,1,0,7
2020,2020/6/4,1,0,7
2020,2020/6/5,1,0,7
2020,2020/6/6,1,0,7
2020,2020/6/7,1,0,6
2020,2020/6/8,1,0,8
2020,2020/6/9,2,0,9
2020,2020/7/11,1,0,8
2020,2020/7/12,1,0,7
2020,2020/7/13,2,0,10
2020,2020/7/14,2,0,10
2020,2020/7/15,2,0,10
2020,2020/7/16,2,0,10
2020,2020/7/17,2,0,10
2020,2020/7/18,1,0,8
2020,2020/7/19,1,0,7
2020,2020/7/20,2,0,9
2020,2020/7/21,2,0,9
2020,2020/7/22,2,0,9
2020,2020/7/23,2,0,9
2020,2020/7/24,2,0,10
2020,2020/7/25,2,0,9
2020,2020/7/26,1,0,7
2020,2020/7/27,2,0,9
2020,2020/7/28,2,0,9
2020,2020/7/29,2,0,10
2020,2020/7/30,2,0,10
2020,2020/7/31,2,0,10
2020,2020/8/1,2,0,9
2020,2020/8/2,1,0,7
2020,2020/8/3,2,0,10
2020,2020/8/4,2,0,9
2020,2020/8/5,2,0,10
2020,2020/8/6,2,0,10
2020,2020/8/7,2,0,10
2020,2020/8/8,2,0,9
2020,2020/8/9,1,0,7
2020,2020/8/10,2,0,9
2020,2020/8/11,2,0,9
2019,2020/8/30,6,0,31
2019,2020/8/31,4,0,25
2019,2020/9/1,4,0,23
2019,2020/9/2,3,0,23
2019,2020/9/3,6,0,33
2019,2020/9/4,6,0,34
2019,2020/9/5,6,0,34
2019,2020/9/6,7,0,35
2019,2020/9/7,6,0,33
2019,2020/9/8,5,0,24
2019,2020/9/9,6,0,35
2019,2020/9/10,6,0,36
2019,2020/9/11,6,0,35
2019,2020/9/12,6,0,36
2019,2020/9/13,7,0,36
2019,2020/9/14,6,0,28
2019,2020/9/15,5,0,23
2019,2020/9/16,6,0,34
2019,2020/9/17,6,0,34
2019,2020/9/18,6,0,35
2019,2020/9/19,6,0,34
2019,2020/9/20,7,0,35
2019,2020/9/21,5,0,27
2019,2020/9/22,5,0,23
2019,2020/9/23,5,0,31
2019,2020/9/24,6,0,33
2019,2020/9/25,5,0,32
2019,2020/9/26,5,0,30
2019,2020/9/27,6,0,32
2019,2020/9/28,5,0,24
2019,2020/9/29,4,0,20
2020,2020/9/12,2,0,10
2020,2020/9/13,1,0,8
2020,2020/9/14,2,0,10
2020,2020/9/15,2,0,10
2020,2020/9/16,2,0,10
2020,2020/9/17,2,0,10
2020,2020/9/18,2,0,10
2020,2020/9/19,2,0,10
2020,2020/9/20,1,0,7
2020,2020/9/21,2,0,9
2020,2020/9/22,2,0,9
2020,2020/9/23,2,0,10
2020,2020/9/24,2,0,10
2020,2020/9/25,3,0,12
2020,2020/9/26,2,0,10
2020,2020/9/27,2,0,9
2020,2020/9/28,2,0,9
2020,2020/9/29,2,0,9
2020,2020/9/30,2,0,10
2020,2020/10/1,2,0,10
2020,2020/10/2,2,0,10
2020,2020/10/3,2,0,10
2020,2020/10/4,1,0,8
2020,2020/10/5,2,0,10
2020,2020/10/6,2,0,10
2020,2020/10/7,2,0,11
2020,2020/10/8,2,0,11
2020,2020/10/9,2,0,11
2020,2020/10/10,2,0,11
2020,2020/10/11,1,0,9
2020,2020/10/12,1,0,8
2020,2020/11/13,2,0,10
2020,2020/11/14,2,0,10
2020,2020/11/15,1,0,8
2020,2020/11/16,2,0,9
2020,2020/11/17,2,0,9
2020,2020/11/18,2,0,9
2020,2020/11/19,2,0,9
2020,2020/11/20,2,0,10
2020,2020/11/21,2,0,10
2020,2020/11/22,1,0,8
2020,2020/11/23,2,0,10
2020,2020/11/24,2,0,10
2020,2020/11/25,2,0,9
2020,2020/11/26,1,0,6
2020,2020/11/27,2,0,11
2020,2020/11/28,1,0,8
2020,2020/11/29,1,0,8
2019,2020/9/30,5,0,25
2019,2020/10/1,5,0,28
2019,2020/10/2,6,0,34
2019,2020/10/3,5,0,46
2019,2020/10/4,6,0,48
2019,2020/10/5,5,0,47
2019,2020/10/6,4,0,46
2019,2020/10/7,5,0,31
2019,2020/10/8,6,0,31
2019,2020/10/9,4,0,23
2019,2020/10/10,5,0,30
2019,2020/10/11,6,0,31
2019,2020/10/12,5,0,26
2019,2020/10/13,4,0,21
2019,2020/10/14,4,0,23
2019,2020/10/15,5,0,30
2019,2020/10/16,5,0,31
2019,2020/10/17,5,0,31
2019,2020/10/18,6,0,31
2019,2020/10/19,5,0,26
2019,2020/10/20,4,0,19
2019,2020/10/21,5,0,29
2019,2020/10/22,5,0,29
2019,2020/10/23,6,0,31
2019,2020/10/24,5,0,31
2019,2020/10/25,6,0,32
2019,2020/10/26,5,0,27
2019,2020/10/27,3,0,17
2019,2020/10/28,5,0,29
2019,2020/10/29,5,0,29
2019,2020/10/30,5,0,29
2019,2020/5/28,5,0,28
2019,2020/5/29,6,0,30
2019,2020/5/30,6,0,33
2019,2020/5/31,6,0,33
2019,2020/6/1,5,0,28
2019,2020/6/2,5,0,25
2019,2020/6/3,6,0,31
2019,2020/6/4,6,0,32
2019,2020/6/5,6,0,32
2019,2020/6/6,6,0,33
2019,2020/6/7,6,0,32
2019,2020/6/8,5,0,28
2019,2020/6/9,4,0,21
2019,2020/6/10,5,0,28
2019,2020/6/11,6,0,32
2019,2020/6/12,6,0,32
2019,2020/6/13,5,0,27
2019,2020/6/14,6,0,33
2019,2020/6/15,5,0,29
2019,2020/6/16,4,0,19
2019,2020/6/17,5,0,28
2019,2020/6/18,5,0,29
2019,2020/6/19,6,0,32
2019,2020/6/20,6,0,33
2019,2020/6/21,6,0,32
2019,2020/6/22,5,0,26
2019,2020/6/23,4,0,23
2019,2020/6/24,6,0,32
2019,2020/6/25,5,0,29
2019,2020/6/26,6,0,31
2019,2020/6/27,6,0,32
2019,2020/10/31,5,0,28
2019,2020/11/1,6,0,33
2019,2020/11/2,4,0,26
2019,2020/11/3,4,0,20
2019,2020/11/4,5,0,31
2019,2020/11/5,5,0,27
2019,2020/11/6,5,0,30
2019,2020/11/7,5,0,30
2019,2020/11/8,5,0,30
2019,2020/11/9,4,0,24
2019,2020/11/10,4,0,22
2019,2020/11/11,4,0,26
2019,2020/11/12,4,0,30
2019,2020/11/13,5,0,29
2019,2020/11/14,5,0,31
2019,2020/11/15,6,0,36
2019,2020/11/16,4,0,40
2019,2020/11/17,3,0,25
2019,2020/11/18,4,0,28
2019,2020/11/19,5,0,29
2019,2020/11/20,5,0,31
2019,2020/11/21,5,0,31
2019,2020/11/22,5,0,31
2019,2020/11/23,4,0,26
2019,2020/11/24,3,0,19
2019,2020/11/25,5,0,33
2019,2020/11/26,5,0,31
2019,2020/11/27,6,0,33
2019,2020/11/28,2,0,18
2019,2020/11/29,4,0,32
2019,2020/11/30,4,0,28
2019,2020/12/1,3,0,22
2019,2020/12/2,4,0,28
2019,2020/12/3,5,0,31
2019,2020/12/4,5,0,33
2019,2020/12/5,5,0,35
2019,2020/12/6,6,0,35
2019,2020/12/7,5,0,33
2019,2020/12/8,4,0,23
2019,2020/12/9,5,0,30
2019,2020/12/10,5,0,32
2019,2020/12/11,5,0,34
2019,2020/12/12,5,0,35
2019,2020/12/13,6,0,37
2019,2020/12/14,5,0,34
2019,2020/12/15,4,0,28
2019,2020/12/16,5,0,32
2019,2020/12/17,5,0,30
2019,2020/12/18,5,0,33
2019,2020/12/19,5,0,32
2019,2020/12/20,6,0,34
2019,2020/12/21,5,0,35
2019,2020/12/22,4,0,31
2019,2020/12/23,5,0,35
2019,2020/12/24,4,0,23
2019,2020/12/25,2,0,15
2019,2020/12/26,4,0,31
2019,2020/12/27,5,0,36
2019,2020/12/28,4,0,34
2019,2020/12/29,4,0,27
2019,2020/12/30,5,0,29
2019,2020/12/31,5,0,30
2020,2020/1/6,5,0,30
2020,2020/1/7,5,0,33
2020,2020/1/8,6,0,32
2020,2020/1/9,6,0,34
2020,2020/1/10,6,0,34
2020,2020/1/11,5,0,28
2020,2020/1/12,4,0,27
2020,2020/1/13,5,0,38
2020,2020/1/14,5,0,31
2020,2020/1/15,5,0,31
2020,2020/1/16,5,0,31
2020,2020/1/17,5,0,28
2020,2020/1/18,4,0,26
2020,2020/1/19,4,0,22
2020,2020/1/20,4,0,21
2020,2020/1/21,5,0,28
2020,2020/1/22,5,0,30
2020,2020/1/23,5,0,28
2020,2020/1/24,6,0,31
2020,2020/1/25,4,0,25
2020,2020/1/26,3,0,21
2020,2020/1/27,5,0,30
2020,2020/1/28,5,0,29
2020,2020/1/29,5,0,32
2020,2020/1/30,5,0,31
2020,2020/1/31,6,0,35
2020,2020/2/1,5,0,25
2020,2020/2/2,4,0,19
2020,2020/2/3,5,0,32
2020,2020/2/4,5,0,30
2020,2020/2/5,5,0,29
2020,2020/2/6,5,0,29
2020,2020/2/7,6,0,30
2020,2020/2/8,5,0,26
2020,2020/2/9,4,0,19
2020,2020/2/10,5,0,30
2020,2020/2/11,5,0,30
2020,2020/2/12,5,0,29
2020,2020/2/13,5,0,30
2020,2020/2/14,6,0,31
2020,2020/2/15,4,0,23
2020,2020/2/16,4,0,22
2020,2020/2/17,4,0,22
2020,2020/2/18,4,0,26
2020,2020/2/19,5,0,28
2020,2020/2/20,5,0,31
2020,2020/2/21,5,0,27
2020,2020/2/22,5,0,25
2020,2020/2/23,4,0,21
2020,2020/2/24,5,0,31
2020,2020/2/25,4,0,22
2020,2020/2/26,5,0,32
2020,2020/2/27,5,0,30
2020,2020/2/28,6,0,31
2020,2020/2/29,4,0,23
2020,2020/3/1,3,0,18
2020,2020/3/2,4,0,28
2020,2020/3/3,4,0,27
2020,2020/3/4,5,0,27
2020,2020/3/5,5,0,28
2020,2020/3/6,5,0,27
2020,2020/3/7,4,0,22
2020,2020/3/8,3,0,17
2020,2020/3/9,5,0,27
2020,2020/3/10,4,0,24
2020,2020/3/11,4,0,23
2020,2020/3/12,4,0,21
2020,2020/3/13,4,0,20
2020,2020/3/14,3,0,14
2020,2020/3/15,2,0,14
2020,2020/3/16,2,0,12
2020,2020/3/17,2,0,11
2020,2020/3/18,2,0,11
2020,2020/3/19,2,0,10
2020,2020/3/20,1,0,7
2020,2020/3/21,1,0,5
2020,2020/3/22,1,0,6
2020,2020/3/23,1,0,6
2020,2020/3/24,1,0,7
2020,2020/3/25,1,0,7
2020,2020/3/26,1,0,6
2020,2020/3/27,1,0,6
2020,2020/3/28,0,0,4
2020,2020/3/29,0,0,4
2020,2020/3/30,1,0,6
2020,2020/3/31,1,0,6
2020,2020/4/1,1,0,6
2020,2020/4/2,1,0,6
2020,2020/4/3,1,0,6
2020,2020/4/4,0,0,4
2020,2020/4/5,0,0,4
2020,2020/4/6,1,0,6
2020,2020/4/7,1,0,5
2020,2020/4/8,1,0,5
2020,2020/8/12,2,0,9
2020,2020/8/13,2,0,9
2020,2020/8/14,2,0,10
2020,2020/8/15,2,0,9
2020,2020/8/16,1,0,6
2020,2020/8/17,2,0,9
2020,2020/8/18,2,0,10
2020,2020/8/19,2,0,10
2020,2020/8/20,2,0,10
2020,2020/8/21,3,0,12
2020,2020/8/22,2,0,9
2020,2020/8/23,1,0,7
2020,2020/8/24,2,0,9
2020,2020/8/25,2,0,9
2020,2020/8/26,2,0,9
2020,2020/8/27,2,0,9
2020,2020/8/28,2,0,9
2020,2020/8/29,2,0,8
2020,2020/8/30,1,0,7
2020,2020/8/31,2,0,10
2020,2020/9/1,2,0,10
2020,2020/9/2,2,0,10
2020,2020/9/3,2,0,10
2020,2020/9/4,2,0,11
2020,2020/9/5,2,0,10
2020,2020/9/6,1,0,8
2020,2020/9/7,1,0,8
2020,2020/9/8,2,0,10
2020,2020/9/9,2,0,10
2020,2020/9/10,2,0,10
2020,2020/9/11,2,0,11
2019,2020/1/1,3,0,21
2019,2020/1/2,5,0,33
2019,2020/1/3,6,0,34
2019,2020/1/4,5,0,29
2019,2020/1/5,3,0,20
2019,2020/1/7,8,0,46
2019,2020/1/8,10,0,53
2019,2020/1/9,10,0,59
2019,2020/1/10,10,0,56
2019,2020/1/11,6,0,30
2019,2020/1/12,5,0,25
2019,2020/1/13,4,0,26
2019,2020/1/14,5,0,35
2019,2020/1/15,5,0,32
2019,2020/1/16,5,0,29
2019,2020/1/17,5,0,28
2019,2020/1/18,6,0,28
2019,2020/1/19,5,0,25
2019,2020/1/20,3,0,18
2019,2020/1/21,3,0,17
2019,2020/1/22,5,0,26
2019,2020/1/23,5,0,28
2019,2020/1/24,5,0,28
2019,2020/1/25,6,0,31
2019,2020/1/26,5,0,26
2019,2020/1/27,4,0,21
2019,2020/1/28,5,0,31
2019,2020/1/29,5,0,35
2019,2020/1/30,5,0,45
2019,2020/1/31,5,0,55
2019,2020/2/1,6,0,63
2019,2020/2/2,5,0,72
2019,2020/2/3,4,0,75
2019,2020/2/4,5,0,85
2019,2020/2/5,5,0,65
2019,2020/2/6,5,0,40
2019,2020/2/7,5,0,38
2019,2020/2/8,6,0,39
2019,2020/2/9,5,0,35
2019,2020/2/10,4,0,29
2019,2020/2/11,5,0,29
2019,2020/2/12,5,0,28
2019,2020/2/13,5,0,32
2019,2020/2/14,6,0,33
2019,2020/2/15,6,0,32
2019,2020/2/16,5,0,28
2019,2020/2/17,4,0,23
2019,2020/2/18,4,0,24
2019,2020/2/19,5,0,31
2019,2020/2/20,5,0,29
2019,2020/2/21,5,0,31
2019,2020/2/22,6,0,30
2019,2020/2/23,5,0,24
2019,2020/2/24,3,0,17
2019,2020/2/25,5,0,29
2019,2020/2/26,5,0,30
2019,2020/2/27,5,0,30
2019,2020/2/28,5,0,30
2019,2020/3/1,6,0,30
2019,2020/3/2,5,0,23
2019,2020/3/3,4,0,21
2019,2020/3/4,4,0,24
2019,2020/3/5,5,0,31
2019,2020/3/6,5,0,30
2019,2020/3/7,6,0,32
2019,2020/3/8,6,0,32
2019,2020/3/9,5,0,26
2019,2020/3/10,3,0,26
2019,2020/3/11,5,0,35
2019,2020/3/12,5,0,32
2019,2020/3/13,5,0,30
2019,2020/3/14,6,0,34
2019,2020/3/15,6,0,33
2019,2020/3/16,5,0,29
2019,2020/3/17,4,0,23
2019,2020/3/18,5,0,29
2019,2020/3/19,6,0,32
2019,2020/3/20,6,0,33
2019,2020/3/21,5,0,32
2019,2020/3/22,6,0,35
2019,2020/3/23,5,0,29
2019,2020/3/24,4,0,25
2019,2020/3/25,5,0,32
2019,2020/3/26,6,0,32
2020,2020/6/10,2,0,9
2020,2020/6/11,1,0,8
2020,2020/6/12,2,0,9
2020,2020/6/13,1,0,7
2020,2020/6/14,1,0,6
2020,2020/6/15,2,0,8
2020,2020/6/16,2,0,8
2020,2020/6/17,2,0,9
2020,2020/6/18,2,0,9
2020,2020/6/19,2,0,9
2020,2020/6/20,1,0,8
2020,2020/6/21,1,0,7
2020,2020/6/22,2,0,9
2020,2020/6/23,2,0,9
2020,2020/6/24,2,0,9
2020,2020/6/25,2,0,9
2020,2020/6/26,2,0,10
2020,2020/6/27,1,0,7
2020,2020/6/28,1,0,7
2020,2020/6/29,2,0,9
2020,2020/6/30,2,0,9
2020,2020/7/1,2,0,9
2020,2020/7/2,2,0,10
2020,2020/7/3,2,0,10
2020,2020/7/4,1,0,7
2020,2020/7/5,1,0,7
2020,2020/7/6,2,0,9
2020,2020/7/7,2,0,9
2020,2020/7/8,2,0,9
2020,2020/7/9,2,0,9
2020,2020/7/10,2,0,8
